ACARA_ID,School_Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE_Score,School_Sector,Campus_Type,Governing_Body,Year_Range,ICSEA,Bottom_SEA_Quarter_(%),Lower_Middle_SEA_Quarter_(%),Upper_Middle_SEA_Quarter_(%),Top_SEA_Quarter_(%),Teaching_Staff,Full_Time_Equivalent_Teaching_Staff,Non-Teaching_Staff,Full_Time_Equivalent_Non-Teaching_Staff,Total_Enrolments,Girls_Enrolments,Boys_Enrolments,Full_Time_Equivalent_Enrolments,Indigenous_Enrolments_(%),Language_Background_Other_Than_English
41241,West Ryde Public School,West Ryde,2114,Primary,Major Cities,-33.8084,151.085,98,Government,School Single Entity,Department of Education NSW,K-6,1127,3,9,29,59,37,40.2,4,4.3,691,329,362,691,0,84
41242,Terrey Hills Public School,Terrey Hills,2084,Primary,Major Cities,-33.6857,151.223,93,Government,School Single Entity,Department of Education NSW,K-6,1099,5,20,31,43,13,14.5,3,2.4,236,107,129,236,1,14
41243,Turramurra North Public School,North Turramurra,2074,Primary,Major Cities,-33.7147,151.148,96,Government,School Single Entity,Department of Education NSW,K-6,1155,1,6,25,68,11,14.7,3,2.5,258,129,129,258,0,20
41244,Waitara Public School,Wahroonga,2076,Primary,Major Cities,-33.7079,151.112,99,Government,School Single Entity,Department of Education NSW,K-6,1157,1,5,23,71,46,53,7,5.9,978,522,456,978,0,90
41245,Warrawee Public School,Turramurra,2074,Primary,Major Cities,-33.7295,151.121,99,Government,School Single Entity,Department of Education NSW,"U, K-6",1170,1,4,20,75,32,38.2,7,7.5,687,318,369,687,0,49
41246,Willoughby Public School,Willoughby,2068,Primary,Major Cities,-33.8022,151.2,97,Government,School Single Entity,Department of Education NSW,"U, K-6",1150,3,7,21,69,47,55.2,7,7.1,1047,539,508,1047,0,36
41250,Pymble Public School,Pymble,2073,Primary,Major Cities,-33.7323,151.141,100,Government,School Single Entity,Department of Education NSW,K-6,1187,1,3,15,82,29,33.9,4,4.1,643,325,318,643,0,49
41252,Narraweena Public School,Narraweena,2099,Primary,Major Cities,-33.7494,151.274,90,Government,School Single Entity,Department of Education NSW,K-6,1062,13,26,33,28,23,26.4,4,4,506,258,248,506,2,33
41253,Wahroonga Public School,Wahroonga,2076,Primary,Major Cities,-33.7156,151.128,98,Government,School Single Entity,Department of Education NSW,"U, K-6",1158,0,5,23,71,36,36.9,5,5.3,696,330,366,696,0,41
41254,Melrose Park Public School,West Ryde,2114,Primary,Major Cities,-33.8148,151.072,85,Government,School Single Entity,Department of Education NSW,K-6,1079,8,25,33,34,10,12.4,3,2.4,208,119,89,208,0,40
41255,Turramurra Public School,Turramurra,2074,Primary,Major Cities,-33.7453,151.114,98,Government,School Single Entity,Department of Education NSW,K-6,1174,1,5,18,77,28,31.3,5,4.1,570,274,296,570,0,32
41256,Denistone East Public School,Eastwood,2122,Primary,Major Cities,-33.7943,151.097,99,Government,School Single Entity,Department of Education NSW,"U, K-6",1141,2,8,28,62,41,53.3,4,8.1,777,369,408,777,0,80
41257,Meadowbank Public School,Ryde,2112,Primary,Major Cities,-33.8171,151.098,95,Government,School Single Entity,Department of Education NSW,K-6,1119,4,12,31,54,20,26.1,3,3.3,486,236,250,486,0,78
41258,Mount Colah Public School,Mount Colah,2079,Primary,Major Cities,-33.6729,151.116,92,Government,School Single Entity,Department of Education NSW,K-6,1090,6,19,36,38,20,23.1,4,3.5,467,229,238,467,1,20
41259,Narrabeen North Public School,North Narrabeen,2101,Primary,Major Cities,-33.6999,151.298,91,Government,School Single Entity,Department of Education NSW,K-6,1072,9,26,34,31,33,38,5,4.5,725,329,396,725,2,16
41260,Lane Cove West Public School,Lane Cove,2066,Primary,Major Cities,-33.8099,151.152,97,Government,School Single Entity,Department of Education NSW,K-6,1163,1,6,21,72,27,32.2,5,4.1,613,284,329,613,0,33
41261,Killara Public School,Killara,2071,Primary,Major Cities,-33.7659,151.148,98,Government,School Single Entity,Department of Education NSW,K-6,1156,1,5,22,71,19,22.6,3,3.3,432,206,226,432,0,64
41263,Curl Curl North Public School,North Curl Curl,2099,Primary,Major Cities,-33.7646,151.289,96,Government,School Single Entity,Department of Education NSW,K-6,1104,5,18,32,45,39,41.9,7,4.9,833,396,437,833,0,26
41264,Gordon West Public School,Pymble,2073,Primary,Major Cities,-33.7603,151.139,99,Government,School Single Entity,Department of Education NSW,K-6,1160,1,5,21,72,28,32.3,5,4.1,582,290,292,582,1,57
41265,Manly Village Public School,Manly,2095,Primary,Major Cities,-33.7994,151.287,95,Government,School Single Entity,Department of Education NSW,K-6,1144,2,7,24,68,34,35.8,5,4.5,704,344,360,704,0,35
41267,Collaroy Plateau Public School,Collaroy Plateau,2097,Primary,Major Cities,-33.733,151.293,96,Government,School Single Entity,Department of Education NSW,K-6,1108,4,16,34,46,28,31.2,5,4.1,619,317,302,619,0,20
41270,Gordon East Public School,Gordon,2072,Primary,Major Cities,-33.7459,151.157,97,Government,School Single Entity,Department of Education NSW,K-6,1168,1,3,20,76,14,16.3,3,2.8,314,137,177,314,0,43
41271,Mowbray Public School,Lane Cove,2066,Primary,Major Cities,-33.8039,151.156,98,Government,School Single Entity,Department of Education NSW,K-6,1159,2,5,22,70,34,36.8,4,4.1,636,320,316,636,0,55
41272,Forestville Public School,Forestville,2087,Primary,Major Cities,-33.7616,151.213,95,Government,School Single Entity,Department of Education NSW,"U, K-6",1120,3,13,31,54,35,37,7,7.3,681,310,371,681,0,23
41273,Manly Vale Public School,Manly Vale,2093,Primary,Major Cities,-33.7835,151.26,95,Government,School Single Entity,Department of Education NSW,K-6,1118,4,12,30,54,24,28.5,6,4,521,254,267,521,1,27
41274,Epping Heights Public School,Epping,2121,Primary,Major Cities,-33.7627,151.074,98,Government,School Single Entity,Department of Education NSW,K-6,1155,1,6,23,70,25,28.5,3,4,551,270,281,551,0,77
41275,Eastwood Heights Public School,Eastwood,2122,Primary,Major Cities,-33.7819,151.095,98,Government,School Single Entity,Department of Education NSW,K-6,1139,3,7,25,64,27,29.4,6,4,523,250,273,523,1,69
41276,Mount Kuring-gai Public School,Mount Kuring-Gai,2080,Primary,Major Cities,-33.6575,151.136,89,Government,School Single Entity,Department of Education NSW,K-6,1076,10,23,32,35,7,10.8,4,2,180,95,85,180,1,23
41277,Kent Road Public School,Eastwood,2122,Primary,Major Cities,-33.7874,151.109,98,Government,School Single Entity,Department of Education NSW,K-6,1140,3,7,25,64,41,44.7,4,4.9,790,403,387,790,1,77
41278,Truscott Street Public School,North Ryde,2113,Primary,Major Cities,-33.7941,151.131,92,Government,School Single Entity,Department of Education NSW,"U, K-6",1124,5,11,28,57,20,21.6,11,6.7,324,165,159,324,0,55
41279,Epping North Public School,North Epping,2121,Primary,Major Cities,-33.7576,151.095,98,Government,School Single Entity,Department of Education NSW,K-6,1157,2,7,23,69,22,24.6,5,3.5,477,233,244,477,1,41
41280,Elanora Heights Public School,Elanora Heights,2101,Primary,Major Cities,-33.7037,151.285,88,Government,School Single Entity,Department of Education NSW,K-6,1084,7,23,33,37,29,28.8,4,4.1,573,266,307,573,1,12
41282,Cromer Public School,Cromer,2099,Primary,Major Cities,-33.738,151.275,94,Government,School Single Entity,Department of Education NSW,"U, K-6",1091,6,20,35,40,34,40.8,5,5.1,639,298,341,639,2,16
41283,Wheeler Heights Public School,Collaroy Plateau,2097,Primary,Major Cities,-33.7278,151.285,92,Government,School Single Entity,Department of Education NSW,K-6,1085,5,21,37,37,24,24.4,4,3.6,478,231,247,478,3,13
41284,Ryde East Public School,North Ryde,2113,Primary,Major Cities,-33.8071,151.126,95,Government,School Single Entity,Department of Education NSW,K-6,1116,5,13,28,55,34,37.5,4,4.1,552,260,292,552,1,43
41285,Hornsby Heights Public School,Hornsby,2077,Primary,Major Cities,-33.6698,151.097,92,Government,School Single Entity,Department of Education NSW,K-6,1095,5,19,34,41,21,23.9,3,3.4,459,222,237,459,1,23
41286,Normanhurst West Public School,Thornleigh,2120,Primary,Major Cities,-33.7189,151.087,97,Government,School Single Entity,Department of Education NSW,K-6,1135,3,10,25,62,24,29.7,5,4.5,519,243,276,519,0,35
41287,Thornleigh West Public School,Thornleigh,2120,Primary,Major Cities,-33.7239,151.072,92,Government,School Single Entity,Department of Education NSW,"U, K-6",1128,3,10,29,58,32,36.1,6,7.1,618,287,331,618,0,31
41288,West Pymble Public School,West Pymble,2073,Primary,Major Cities,-33.7639,151.124,93,Government,School Single Entity,Department of Education NSW,K-6,1140,1,8,26,64,17,18.3,5,2.9,348,158,190,348,0,32
41289,St Ives North Public School,St Ives,2075,Primary,Major Cities,-33.7187,151.164,100,Government,School Single Entity,Department of Education NSW,K-6,1191,0,3,15,83,46,50.1,6,5.9,929,471,458,929,0,65
41290,Roselea Public School,Carlingford,2118,Primary,Major Cities,-33.7654,151.053,95,Government,School Single Entity,Department of Education NSW,"U, K-6",1114,6,12,29,54,22,22.8,6,4.3,344,174,170,344,2,61
41291,St Ives Public School,St Ives,2075,Primary,Major Cities,-33.7386,151.167,98,Government,School Single Entity,Department of Education NSW,K-6,1156,1,6,23,70,21,28.6,4,4,522,281,241,522,0,45
41293,Hornsby North Public School,Hornsby,2077,Primary,Major Cities,-33.6826,151.099,100,Government,School Single Entity,Department of Education NSW,K-6,1158,2,7,20,70,44,50.5,9,5.9,949,472,477,949,0,70
41294,Wakehurst Public School,Belrose,2085,Primary,Major Cities,-33.7394,151.218,95,Government,School Single Entity,Department of Education NSW,K-6,1116,4,14,33,50,18,18.3,4,2.9,360,165,195,360,0,17
41296,Killarney Heights Public School,Killarney Heights,2087,Primary,Major Cities,-33.7749,151.216,96,Government,School Single Entity,Department of Education NSW,K-6,1151,1,6,24,69,38,38.2,4,4.3,678,341,337,678,0,61
41297,St Ives Park Public School,St Ives,2075,Primary,Major Cities,-33.7241,151.179,91,Government,School Single Entity,Department of Education NSW,K-6,1128,2,9,30,59,9,9.8,2,2,176,89,87,176,1,45
41298,Murray Farm Public School,Carlingford,2118,Primary,Major Cities,-33.7661,151.04,100,Government,School Single Entity,Department of Education NSW,K-6,1153,2,7,23,67,49,58.7,7,5.9,988,473,515,988,0,87
41299,Mimosa Public School,Frenchs Forest,2086,Primary,Major Cities,-33.7433,151.206,93,Government,School Single Entity,Department of Education NSW,K-6,1109,2,15,35,48,23,27.5,4,4,534,286,248,534,1,17
41300,Wideview Public School,Berowra Heights,2082,Primary,Major Cities,-33.6085,151.142,91,Government,School Single Entity,Department of Education NSW,K-6,1090,6,21,35,39,20,20.6,2,3.1,403,203,200,403,1,15
41302,Kambora Public School,Davidson,2085,Primary,Major Cities,-33.7401,151.195,98,Government,School Single Entity,Department of Education NSW,K-6,1131,3,12,30,55,12,12.2,3,2.4,223,87,136,223,0,19
41303,John Purchase Public School,Cherrybrook,2126,Primary,Major Cities,-33.7142,151.045,98,Government,School Single Entity,Department of Education NSW,K-6,1151,2,7,24,68,28,33.5,4,4.1,644,303,341,644,0,74
41306,Hornsby South Public School,Hornsby,2077,Primary,Major Cities,-33.7135,151.095,98,Government,School Single Entity,Department of Education NSW,K-6,1115,3,11,34,52,34,36.7,8,4.3,658,329,329,658,1,77
43254,Corpus Christi Catholic Primary School,St Ives,2075,Primary,Major Cities,-33.7283,151.166,92,Catholic,School Single Entity,Catholic Schools NSW,K-6,1146,1,7,24,68,15,10.6,3,1.6,166,83,83,166,0,29
41317,Eastwood Public School,Eastwood,2122,Primary,Major Cities,-33.7927,151.078,100,Government,School Single Entity,Department of Education NSW,K-6,1132,3,8,30,59,48,52,7,5.9,907,440,467,907,0,95
41318,Mosman Public School,Mosman,2088,Primary,Major Cities,-33.8281,151.241,96,Government,School Single Entity,Department of Education NSW,K-6,1151,1,6,24,68,33,36.4,5,4.3,668,325,343,668,0,37
41690,Dundas Public School,Dundas,2117,Primary,Major Cities,-33.8044,151.036,92,Government,School Single Entity,Department of Education NSW,K-6,1070,11,22,34,33,20,20.4,2,3,379,173,206,379,2,70
41700,Ermington West Public School,Ermington,2115,Primary,Major Cities,-33.8059,151.058,81,Government,School Single Entity,Department of Education NSW,K-6,1014,26,26,28,20,16,18,5,2,179,97,82,179,6,66
43374,Galilee Catholic Primary School,Bondi Beach,2026,Primary,Major Cities,-33.8852,151.27522,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1119,2,11,35,52,12,9,6,2.5,125,63,62,125,0,8
41522,Newington Public School,Newington,2127,Primary,Major Cities,-33.8411,151.055,95,Government,School Single Entity,Department of Education NSW,K-6,1115,4,13,32,51,43,45.6,6,5.2,872,415,457,872,0,80
43375,Holy Cross Catholic Primary School,Woollahra,2022,Primary,Major Cities,-33.8899,151.252,100,Catholic,School Single Entity,Catholic Schools NSW,K-6,1164,2,5,22,71,17,15.8,6,2.9,258,134,124,258,0,37
43245,Holy Family Catholic Primary School,Lindfield,2070,Primary,Major Cities,-33.7735,151.166,100,Catholic,School Single Entity,Catholic Schools NSW,K-6,1195,0,3,14,83,18,13.1,6,3.4,219,112,107,219,0,32
41668,Rydalmere Public School,Rydalmere,2116,Primary,Major Cities,-33.8143,151.045,85,Government,School Single Entity,Department of Education NSW,P-6,1017,28,25,26,20,12,16.5,2,3.2,145,60,85,145,4,65
43439,Holy Spirit Catholic Primary School,North Ryde,2113,Primary,Major Cities,-33.7946,151.123,95,Catholic,School Single Entity,Catholic Schools NSW,K-6,1114,3,16,31,49,31,25,8,4.2,452,230,222,452,1,48
41696,Oatlands Public School,Oatlands,2117,Primary,Major Cities,-33.8,151.023,92,Government,School Single Entity,Department of Education NSW,K-6,1075,13,19,32,37,16,15.9,4,3.2,217,97,120,217,1,60
41697,Telopea Public School,Telopea,2117,Primary,Major Cities,-33.797,151.044,80,Government,School Single Entity,Department of Education NSW,K-6,1011,31,29,24,16,7,6,4,1.6,80,36,44,80,1,62
41699,Rydalmere East Public School,Ermington,2115,Primary,Major Cities,-33.8171,151.058,73,Government,School Single Entity,Department of Education NSW,"U, P-6",1007,27,28,29,16,12,16,8,6.6,200,87,113,200,7,50
41703,Yates Avenue Public School,Dundas Valley,2117,Primary,Major Cities,-33.7956,151.058,76,Government,School Single Entity,Department of Education NSW,"U, P-6",1001,32,26,26,16,12,13.1,6,5.7,128,47,81,128,6,59
43231,Maria Regina Catholic Primary School,Avalon Beach,2107,Primary,Major Cities,-33.6335,151.331,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1102,4,17,33,46,14,9.5,4,2.1,123,63,60,123,0,13
43453,McAuley Catholic Primary School,Rose Bay,2029,Primary,Major Cities,-33.8706,151.272,100,Catholic,School Single Entity,Catholic Schools NSW,K-6,1212,0,4,17,79,13,9,8,3,110,61,49,110,0,30
43239,Our Lady Help of Christians Catholic Primary School,Epping,2121,Primary,Major Cities,-33.7708,151.083,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1164,1,6,22,71,14,9.6,2,1.6,114,58,56,114,0,67
43235,Our Lady of Dolours Catholic Primary School,Chatswood,2067,Primary,Major Cities,-33.7946,151.184,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1150,2,7,25,65,24,17.6,3,2.2,314,153,161,314,0,74
43240,Our Lady of Good Counsel Catholic Primary School,Forestville,2087,Primary,Major Cities,-33.7602,151.221,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1136,3,8,26,63,29,19.5,6,3.1,385,205,180,385,1,37
43261,Our Lady of Perpetual Succour Catholic Primary School,West Pymble,2073,Primary,Major Cities,-33.761,151.13,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1185,0,3,17,79,13,8.6,2,1.3,128,63,65,128,1,20
43425,Our Lady of the Annunciation Catholic Primary School,Pagewood,2035,Primary,Major Cities,-33.9467,151.23,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1083,6,20,39,35,13,10.9,7,3.7,190,105,85,190,2,44
43260,Our Lady of the Rosary Catholic Primary School,Waitara,2077,Primary,Major Cities,-33.7137,151.104,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1147,2,9,25,64,20,16.1,4,2.3,272,136,136,272,0,56
43415,Our Lady of the Rosary Catholic Primary School,Kensington,2033,Primary,Major Cities,-33.9122,151.221,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1152,3,7,23,68,23,19.9,10,5.2,422,214,208,422,1,54
43259,Prouille Catholic Primary School,Wahroonga,2076,Primary,Major Cities,-33.7158,151.122,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1172,0,5,20,74,17,12.6,3,1.7,203,98,105,203,0,23
43437,Sacred Heart Catholic Primary School,Mosman,2088,Primary,Major Cities,-33.8246,151.236,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1174,1,3,18,78,29,20.7,12,6.3,394,206,188,394,0,13
43248,Sacred Heart Catholic Primary School,Mona Vale,2103,Primary,Major Cities,-33.67563,151.30115,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1110,2,14,36,47,24,18.5,6,2.4,357,186,171,357,1,25
43248,Sacred Heart Catholic Primary School,Mona Vale,2103,Primary,Major Cities,-33.67563,151.30115,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1110,2,14,36,47,24,18.5,6,2.4,357,186,171,357,1,25
43252,St Agatha's Catholic Primary School,Pennant Hills,2120,Primary,Major Cities,-33.7393,151.067,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1140,3,12,24,61,22,16.8,6,3,292,157,135,292,1,33
43424,St Andrew's Catholic Primary School,Malabar,2036,Primary,Major Cities,-33.9641,151.248,88,Catholic,School Single Entity,Catholic Schools NSW,K-6,1064,8,24,34,34,22,19.6,14,5.8,385,204,181,385,10,19
43429,St Anthony's Catholic Primary School,Marsfield,2122,Primary,Major Cities,-33.781,151.103,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1131,3,11,27,60,22,17.7,9,3.7,278,142,136,278,0,56
43386,St Anthony's Catholic Primary School,Clovelly,2031,Primary,Major Cities,-33.9105,151.259,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1137,3,10,27,61,15,10.6,7,3.2,179,86,93,179,2,12
43164,St Bernadette's Primary School,Dundas Valley,2117,Primary,Major Cities,-33.7909,151.051,86,Catholic,School Single Entity,Catholic Schools NSW,K-6,1074,8,28,33,31,16,11.4,7,3.8,179,87,92,179,0,56
43164,St Bernadette's Primary School,Dundas Valley,2117,Primary,Major Cities,-33.7909,151.051,76,Catholic,School Single Entity,Catholic Schools NSW,K-6,1074,8,28,33,31,16,11.4,7,3.8,179,87,92,179,0,56
43233,St Bernard's Catholic Primary School,Berowra Heights,2082,Primary,Major Cities,-33.6142,151.144,94,Catholic,School Single Entity,Catholic Schools NSW,K-6,1120,1,12,34,53,14,10.5,4,2.1,179,94,85,179,0,15
43379,St Bernard's Catholic Primary School,Botany,2019,Primary,Major Cities,-33.9455,151.2,95,Catholic,School Single Entity,Catholic Schools NSW,K-6,1100,4,16,38,42,15,12,7,3.5,204,102,102,204,3,21
43361,St Brendan's Catholic Primary School,Annandale,2038,Primary,Major Cities,-33.8842,151.171,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1165,1,7,20,72,15,10.7,5,2.7,176,88,88,176,1,21
43389,St Brigid's Catholic Primary School,Coogee,2034,Primary,Major Cities,-33.9199,151.253,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1153,1,8,27,65,17,11.6,7,2.9,195,94,101,195,0,10
43232,St Cecilia's Catholic Primary School,Balgowlah,2093,Primary,Major Cities,-33.7962,151.258,92,Catholic,School Single Entity,Catholic Schools NSW,K-6,1163,0,5,23,72,20,15.6,5,2.2,281,152,129,281,0,17
43438,St Columba's Catholic Primary School,Leichhardt North,2040,Primary,Major Cities,-33.8797,151.152,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1158,1,9,24,67,14,9.7,8,3.6,174,94,80,174,2,18
43420,St Fiacre's Catholic Primary School,Leichhardt,2040,Primary,Major Cities,-33.8848,151.162,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1137,3,7,27,62,11,8.6,5,2.3,131,64,67,131,3,30
43442,St Francis of Assisi Regional Catholic Primary School,Paddington,2021,Primary,Major Cities,-33.8885,151.231,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1197,1,3,16,80,19,13.5,7,3.7,205,117,88,205,1,19
43234,St Gerard's Catholic Primary School,Carlingford,2118,Primary,Major Cities,-33.7659,151.051,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1142,3,8,25,65,21,16,4,2.1,288,139,149,288,0,29
43407,St James Catholic Primary School,Glebe,2037,Primary,Major Cities,-33.8795,151.185,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1123,5,10,26,58,17,10.8,5,2.9,175,88,87,175,4,33
43250,St John the Apostle Catholic Primary School,Narraweena,2099,Primary,Major Cities,-33.7505,151.274,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1097,5,20,33,43,23,17.5,5,2.3,299,147,152,299,0,29
43242,St John the Baptist Catholic Primary School,Freshwater,2096,Primary,Major Cities,-33.7752,151.284,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1157,1,8,23,68,19,14.5,7,2.6,246,135,111,246,0,10
43249,St Joseph's Catholic Primary School,Narrabeen,2101,Primary,Major Cities,-33.713,151.3,95,Catholic,School Single Entity,Catholic Schools NSW,K-6,1111,4,16,31,49,16,10.6,4,1.9,148,71,77,148,1,20
43238,St Kevin's Catholic Primary School,Dee Why,2099,Primary,Major Cities,-33.7545,151.29,87,Catholic,School Single Entity,Catholic Schools NSW,K-6,1081,6,20,40,34,16,10,2,1.5,168,83,85,168,0,68
43398,St Kevin's Catholic Primary School,Eastwood,2122,Primary,Major Cities,-33.7895,151.079,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1120,2,13,31,54,21,20,11,5.1,410,198,212,410,1,50
43247,St Kieran's Catholic Primary School,Manly Vale,2093,Primary,Major Cities,-33.78191,151.267,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1135,2,8,31,59,22,17.2,4,2.2,296,140,156,296,0,24
43448,St Margaret Mary's Catholic Primary School,Randwick North,2031,Primary,Major Cities,-33.9053,151.245,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1155,0,5,28,66,15,10.8,5,2.8,174,88,86,174,1,33
43237,St Martin's Catholic Primary School,Davidson,2085,Primary,Major Cities,-33.7419,151.199,94,Catholic,School Single Entity,Catholic Schools NSW,K-6,1113,1,16,36,46,11,8,2,1.4,81,34,47,81,0,30
43246,St Mary's Catholic Primary School,Manly,2095,Primary,Major Cities,-33.795,151.286,92,Catholic,School Single Entity,Catholic Schools NSW,K-6,1154,1,5,23,70,24,15.7,4,2.1,293,160,133,293,0,26
43195,St Mary's Primary School,Rydalmere,2116,Primary,Major Cities,-33.8119,151.041,84,Catholic,School Single Entity,Catholic Schools NSW,K-6,1079,9,21,34,36,23,19.5,9,4.6,358,173,185,358,1,44
43393,St Michael's Catholic Primary School,Daceyville,2032,Primary,Major Cities,-33.9302,151.225,96,Catholic,School Single Entity,Catholic Schools NSW,K-6,1109,6,13,33,49,22,18.3,8,4.2,314,152,162,312.9,2,26
43432,St Michael's Catholic Primary School,Meadowbank,2114,Primary,Major Cities,-33.8123,151.087,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1119,3,14,31,52,24,19.3,8,4.1,354,174,180,354,1,45
43459,St Michael's Catholic Primary School,Stanmore,2048,Primary,Major Cities,-33.8924,151.165,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1141,1,8,26,65,13,9.3,5,2.2,132,71,61,132,0,30
43230,St Patrick's Catholic Primary School,Asquith,2077,Primary,Major Cities,-33.6855,151.112,91,Catholic,School Single Entity,Catholic Schools NSW,K-6,1124,3,11,31,56,23,16.8,3,1.6,283,131,152,283,1,42
43251,St Philip Neri Catholic Primary School,Northbridge,2063,Primary,Major Cities,-33.8123,151.214,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1193,0,2,13,85,15,9.9,3,1.5,147,76,71,147,0,23
43401,St Pius' Catholic Primary School,Enmore,2042,Primary,Major Cities,-33.9074,151.174,87,Catholic,School Single Entity,Catholic Schools NSW,K-6,1102,4,12,32,52,14,10.6,5,2.1,139,72,67,139,6,37
43236,St Rose Catholic Primary School,Collaroy Plateau,2097,Primary,Major Cities,-33.7269,151.286,95,Catholic,School Single Entity,Catholic Schools NSW,K-6,1113,2,13,36,49,15,11.4,4,2.3,205,96,109,205,0,30
43430,St Therese Catholic Primary School,Mascot,2020,Primary,Major Cities,-33.9258,151.201,94,Catholic,School Single Entity,Catholic Schools NSW,K-6,1074,8,22,39,31,35,27.9,17,10.4,609,306,303,609,2,69
43262,St Thomas' Catholic Primary School,Willoughby,2068,Primary,Major Cities,-33.796,151.2,95,Catholic,School Single Entity,Catholic Schools NSW,K-6,1173,0,3,16,80,23,16.7,4,2.7,357,182,175,357,0,18
43413,Villa Maria Catholic Primary School,Hunters Hill,2110,Primary,Major Cities,-33.8301,151.14,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1174,0,4,19,77,27,19.2,16,5.2,401,211,190,401,1,30
43253,Sacred Heart Catholic Primary School,Pymble,2073,Primary,Major Cities,-33.7402,151.138,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1184,0,3,15,82,21,14.9,8,3.7,293,157,136,293,0,23
43384,Blessed Sacrament Catholic Primary School,Clifton Gardens,2088,Primary,Major Cities,-33.8351,151.245,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1207,0,1,10,89,14,10.1,6,2.7,140,78,62,140,1,22
43366,Fr John Therry Catholic Primary School Balmain-Rozelle,Balmain,2041,Primary,Major Cities,-33.8589,151.184,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1157,1,6,21,72,25,20.7,9,4.8,354,181,173,354,0,23
43447,Our Lady of the Sacred Heart Catholic Primary School,Randwick,2031,Primary,Major Cities,-33.9157,151.242,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1168,0,5,21,74,29,25,11,5,434,233,201,434,0,16
43406,Our Lady Queen of Peace Catholic Primary School,Gladesville,2111,Primary,Major Cities,-33.8263,151.127,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1126,4,16,26,54,17,10.6,7,2.8,140,64,76,140,0,54
43431,St Agnes' Catholic Primary School,Matraville,2036,Primary,Major Cities,-33.9589,151.232,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1055,11,26,36,28,13,10.4,6,3.1,167,88,79,167,9,49
43427,St Aidan's Catholic Primary School,Maroubra Junction,2035,Primary,Major Cities,-33.9419,151.242,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1112,2,15,31,52,17,12,5,2.1,207,107,100,207,4,43
43454,St Charles Catholic Primary School,Ryde,2112,Primary,Major Cities,-33.8183,151.114,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1113,5,16,29,50,32,25.4,12,5.7,515,264,251,515,0,45
43410,St Joan of Arc Catholic Primary School,Haberfield,2045,Primary,Major Cities,-33.8794,151.14,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1081,9,21,33,37,21,16.1,7,2.9,244,138,106,244,2,64
43394,St Therese's Catholic Primary School,Denistone,2122,Primary,Major Cities,-33.7973,151.094,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1093,7,17,34,42,14,10.9,6,2.9,142,75,67,142,1,49
43395,St Mark's Catholic Primary School,Drummoyne,2047,Primary,Major Cities,-33.8556,151.154,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1143,2,8,27,63,25,18.7,6,3.2,321,166,155,321,0,45
43426,St Mary - St Joseph Catholic Primary School,Maroubra,2035,Primary,Major Cities,-33.9473,151.252,,Catholic,School Single Entity,Catholic Schools NSW,K-6,1109,5,15,28,53,22,19.1,7,3.7,352,178,174,352,4,13
